source_relation,date_day,platform,account_id,account_name,campaign_id,campaign_name,ad_group_id,ad_group_name,keyword_id,keyword_text,keyword_match_type,clicks,impressions,spend,conversions,conversions_value
ad_reporting__keyword_report,2024-02-22,Microsoft Ads,39467,Dunder Mifflin Microsoft Ads Account 467,CAMP-8338,Brand Awareness - Printer Paper,ADG-4301,Printer Paper - Awareness,KW-652914,printer paper,broad,1093,24552,1144.93,110.46,21448.39
ad_reporting__keyword_report,2024-02-24,Apple Search Ads,49589,Dunder Mifflin Apple Search Ads Account 589,CAMP-9973,Brand Awareness - Sticky Notes,ADG-9828,Sticky Notes - Promo,KW-617092,dunder mifflin sticky notes,broad,689,6909,445.5,102.24,12806.3
ad_reporting__keyword_report,2024-02-24,Twitter Ads,69415,Dunder Mifflin Twitter Ads Account 415,CAMP-3285,Brand Awareness - Eco Mugs,ADG-2383,Eco Mugs - Awareness,KW-168175,premium eco mugs,broad,432,9850,250.55,41.5,4842.62
ad_reporting__keyword_report,2024-02-24,Twitter Ads,10524,Dunder Mifflin Twitter Ads Account 524,CAMP-3618,Office Essentials - Printer Paper,ADG-1793,Printer Paper - Promo,KW-407866,printer paper,phrase,313,9330,165.02,13.83,2198.83
ad_reporting__keyword_report,2024-02-26,Apple Search Ads,86502,Dunder Mifflin Apple Search Ads Account 502,CAMP-1404,Back to School - Envelopes,ADG-7673,Envelopes - Promo,KW-950451,dm paper envelopes,broad,534,5410,398.35,64.36,9810.12
ad_reporting__keyword_report,2024-02-26,Apple Search Ads,25132,Dunder Mifflin Apple Search Ads Account 132,CAMP-4946,Office Essentials - Cardstock,ADG-5973,Cardstock - Retargeting,KW-739451,cardstock,phrase,166,2608,154.74,25.12,3228.25
ad_reporting__keyword_report,2024-02-27,Twitter Ads,26408,Dunder Mifflin Twitter Ads Account 408,CAMP-8021,Holiday Deals - Scented Candles,ADG-6648,Scented Candles - Awareness,KW-222000,recycled scented candles,phrase,390,11426,283.83,26.09,2243.44
ad_reporting__keyword_report,2024-02-28,Amazon Ads,57093,Dunder Mifflin Amazon Ads Account 93,CAMP-2382,Back to School - Sticky Notes,ADG-2273,Sticky Notes - Retargeting,KW-872761,sticky notes online,broad,846,16975,592.59,84.15,16377.15
ad_reporting__keyword_report,2024-02-28,Amazon Ads,10951,Dunder Mifflin Amazon Ads Account 951,CAMP-4576,Bulk Discounts - Printer Paper,ADG-6553,Printer Paper - Awareness,KW-141925,dunder mifflin printer paper,broad,618,11709,390.91,47.84,6664.3
ad_reporting__keyword_report,2024-02-28,Microsoft Ads,78516,Dunder Mifflin Microsoft Ads Account 516,CAMP-2211,Holiday Deals - Sticky Notes,ADG-1266,Sticky Notes - Awareness,KW-676882,sticky notes shop,phrase,699,21733,445.11,87.88,7207.58
ad_reporting__keyword_report,2024-02-29,Apple Search Ads,23366,Dunder Mifflin Apple Search Ads Account 366,CAMP-5856,Back to School - Notebooks,ADG-4403,Notebooks - Awareness,KW-927358,notebooks,phrase,628,10315,538.78,101.41,20524.46
ad_reporting__keyword_report,2024-02-29,Microsoft Ads,28347,Dunder Mifflin Microsoft Ads Account 347,CAMP-3960,Sustainability - Cardstock,ADG-6060,Cardstock - Awareness,KW-804910,cardstock online,exact,334,8817,167.75,42.04,4992.5
ad_reporting__keyword_report,2024-03-01,Google Ads,29517,Dunder Mifflin Google Ads Account 517,CAMP-5909,Holiday Deals - Scented Candles,ADG-2150,Scented Candles - Awareness,KW-379076,scented candles shop,broad,1799,27908,1415.29,265.28,55779.45
ad_reporting__keyword_report,2024-03-02,Pinterest Ads,61270,Dunder Mifflin Pinterest Ads Account 270,CAMP-7807,Holiday Deals - Envelopes,ADG-3978,Envelopes - Promo,KW-884715,dm paper envelopes,phrase,316,7473,208.35,15.74,1667.07
ad_reporting__keyword_report,2024-03-03,Amazon Ads,19271,Dunder Mifflin Amazon Ads Account 271,CAMP-9714,Office Essentials - Eco Mugs,ADG-7437,Eco Mugs - Promo,KW-612463,eco mugs,phrase,532,11534,454.99,31.06,2821.52
ad_reporting__keyword_report,2024-03-03,Google Ads,63911,Dunder Mifflin Google Ads Account 911,CAMP-3832,Holiday Deals - Sticky Notes,ADG-4406,Sticky Notes - Promo,KW-413654,sticky notes shop,phrase,1718,30442,2547.23,151.1,16994.09
ad_reporting__keyword_report,2024-03-03,Google Ads,13589,Dunder Mifflin Google Ads Account 589,CAMP-9059,Brand Awareness - Sticky Notes,ADG-8653,Sticky Notes - Promo,KW-505693,premium sticky notes,phrase,1956,22134,1494.82,166.22,16931.14
ad_reporting__keyword_report,2024-03-03,Microsoft Ads,97258,Dunder Mifflin Microsoft Ads Account 258,CAMP-2205,Brand Awareness - Envelopes,ADG-4593,Envelopes - Promo,KW-584899,dm supplies envelopes,broad,1952,26318,1533.91,302.28,38092.48
ad_reporting__keyword_report,2024-03-03,Twitter Ads,15927,Dunder Mifflin Twitter Ads Account 927,CAMP-6258,Back to School - Eco Mugs,ADG-1756,Eco Mugs - Promo,KW-161166,eco mugs,broad,191,6871,82.04,15.95,1965.92
ad_reporting__keyword_report,2024-03-04,Apple Search Ads,25266,Dunder Mifflin Apple Search Ads Account 266,CAMP-5241,Bulk Discounts - Cardstock,ADG-4470,Cardstock - Promo,KW-221903,cardstock,broad,1291,19454,988.16,130.87,20623.73
ad_reporting__keyword_report,2024-03-04,Google Ads,47091,Dunder Mifflin Google Ads Account 91,CAMP-8976,Holiday Deals - Notebooks,ADG-3198,Notebooks - Promo,KW-594408,cheap notebooks,broad,888,16858,900.99,63.01,7840.71
ad_reporting__keyword_report,2024-03-05,Apple Search Ads,38886,Dunder Mifflin Apple Search Ads Account 886,CAMP-2660,Holiday Deals - Notebooks,ADG-7859,Notebooks - Awareness,KW-737941,notebooks online,phrase,1245,13153,1193.9,120.14,12733.62
ad_reporting__keyword_report,2024-03-05,Pinterest Ads,93350,Dunder Mifflin Pinterest Ads Account 350,CAMP-1984,Brand Awareness - Notebooks,ADG-7293,Notebooks - Promo,KW-445374,notebooks,phrase,351,8749,311.97,24.75,2363.12
ad_reporting__keyword_report,2024-03-05,Pinterest Ads,81156,Dunder Mifflin Pinterest Ads Account 156,CAMP-4099,Sustainability - Scented Candles,ADG-3952,Scented Candles - Promo,KW-119838,scented candles,phrase,170,5394,124.58,18.05,2293.71
ad_reporting__keyword_report,2024-03-05,Twitter Ads,12645,Dunder Mifflin Twitter Ads Account 645,CAMP-2932,Office Essentials - Scented Candles,ADG-8815,Scented Candles - Awareness,KW-668160,eco scented candles,broad,93,2789,70.71,4.78,243.94
ad_reporting__keyword_report,2024-03-06,Apple Search Ads,12732,Dunder Mifflin Apple Search Ads Account 732,CAMP-1759,Holiday Deals - Eco Mugs,ADG-3557,Eco Mugs - Promo,KW-807269,eco eco mugs,broad,790,13274,615.11,112.49,22200.02
ad_reporting__keyword_report,2024-03-06,Google Ads,55388,Dunder Mifflin Google Ads Account 388,CAMP-5053,Holiday Deals - Eco Mugs,ADG-3879,Eco Mugs - Promo,KW-339935,discount eco mugs,exact,893,11765,1019.09,142.36,17576.11
ad_reporting__keyword_report,2024-03-06,Pinterest Ads,56307,Dunder Mifflin Pinterest Ads Account 307,CAMP-6046,Bulk Discounts - Envelopes,ADG-6979,Envelopes - Retargeting,KW-976580,dm paper envelopes,exact,122,3220,102.39,11.42,860.77
ad_reporting__keyword_report,2024-03-06,Pinterest Ads,35857,Dunder Mifflin Pinterest Ads Account 857,CAMP-8137,Holiday Deals - Sticky Notes,ADG-3063,Sticky Notes - Promo,KW-712164,sticky notes,exact,469,10228,322.56,19.64,2883.8
ad_reporting__keyword_report,2024-03-07,Twitter Ads,64922,Dunder Mifflin Twitter Ads Account 922,CAMP-5423,Holiday Deals - Eco Mugs,ADG-7319,Eco Mugs - Promo,KW-165015,dm supplies eco mugs,broad,552,12129,253.51,39.76,3112.86
ad_reporting__keyword_report,2024-03-09,Apple Search Ads,14120,Dunder Mifflin Apple Search Ads Account 120,CAMP-7672,Holiday Deals - Scented Candles,ADG-1898,Scented Candles - Retargeting,KW-394454,scented candles offer,phrase,554,10711,348.06,82.56,17186.87
ad_reporting__keyword_report,2024-03-09,Google Ads,61639,Dunder Mifflin Google Ads Account 639,CAMP-2054,Office Essentials - Notebooks,ADG-6096,Notebooks - Promo,KW-714993,notebooks deal,exact,3025,34068,2939.87,526.71,98784.46
ad_reporting__keyword_report,2024-03-10,Google Ads,97160,Dunder Mifflin Google Ads Account 160,CAMP-3521,Back to School - Notebooks,ADG-8754,Notebooks - Promo,KW-358920,dunder mifflin notebooks,broad,712,14567,1028.23,97.48,12212.87
ad_reporting__keyword_report,2024-03-10,Microsoft Ads,43078,Dunder Mifflin Microsoft Ads Account 78,CAMP-3274,Bulk Discounts - Envelopes,ADG-7245,Envelopes - Retargeting,KW-510985,dm paper envelopes,exact,566,10802,449.76,34.61,3103.24
ad_reporting__keyword_report,2024-03-10,Pinterest Ads,43615,Dunder Mifflin Pinterest Ads Account 615,CAMP-5274,Back to School - Notebooks,ADG-4896,Notebooks - Awareness,KW-498248,recycled notebooks,broad,498,19267,248.7,56.96,8279.88
ad_reporting__keyword_report,2024-03-11,Microsoft Ads,90292,Dunder Mifflin Microsoft Ads Account 292,CAMP-5671,Back to School - Printer Paper,ADG-2954,Printer Paper - Awareness,KW-945581,printer paper,phrase,759,9885,817.74,92.06,7096.15
ad_reporting__keyword_report,2024-03-11,Pinterest Ads,82579,Dunder Mifflin Pinterest Ads Account 579,CAMP-2836,Sustainability - Envelopes,ADG-1399,Envelopes - Promo,KW-410844,premium envelopes,exact,572,11493,465.33,37.31,6093.06
ad_reporting__keyword_report,2024-03-12,Amazon Ads,49768,Dunder Mifflin Amazon Ads Account 768,CAMP-3577,Holiday Deals - Cardstock,ADG-8679,Cardstock - Promo,KW-964845,dunder mifflin cardstock,exact,546,15903,486.0,69.57,11416.37
ad_reporting__keyword_report,2024-03-12,Apple Search Ads,75378,Dunder Mifflin Apple Search Ads Account 378,CAMP-3617,Holiday Deals - Scented Candles,ADG-9399,Scented Candles - Promo,KW-882945,dunder mifflin scented candles,phrase,932,10866,512.37,95.26,12631.23
ad_reporting__keyword_report,2024-03-12,Pinterest Ads,92341,Dunder Mifflin Pinterest Ads Account 341,CAMP-5887,Brand Awareness - Printer Paper,ADG-3592,Printer Paper - Awareness,KW-388629,dunder mifflin printer paper,broad,123,4779,109.44,8.53,1274.09
ad_reporting__keyword_report,2024-03-13,Apple Search Ads,16954,Dunder Mifflin Apple Search Ads Account 954,CAMP-2873,Bulk Discounts - Printer Paper,ADG-4060,Printer Paper - Awareness,KW-479177,dunder mifflin printer paper,broad,1085,14920,887.29,176.91,32429.82
ad_reporting__keyword_report,2024-03-13,Pinterest Ads,69026,Dunder Mifflin Pinterest Ads Account 26,CAMP-7172,Holiday Deals - Notebooks,ADG-8596,Notebooks - Promo,KW-165425,wholesale notebooks,broad,522,11473,238.68,47.86,6376.06
ad_reporting__keyword_report,2024-03-14,Amazon Ads,74460,Dunder Mifflin Amazon Ads Account 460,CAMP-2510,Back to School - Notebooks,ADG-4598,Notebooks - Promo,KW-523460,notebooks offer,exact,612,19097,614.3,86.73,12209.28
ad_reporting__keyword_report,2024-03-14,Amazon Ads,42388,Dunder Mifflin Amazon Ads Account 388,CAMP-4218,Back to School - Cardstock,ADG-5750,Cardstock - Retargeting,KW-770263,cardstock bulk,phrase,455,12503,542.09,31.09,5274.04
ad_reporting__keyword_report,2024-03-14,Apple Search Ads,11850,Dunder Mifflin Apple Search Ads Account 850,CAMP-4184,Sustainability - Sticky Notes,ADG-1450,Sticky Notes - Awareness,KW-576741,sticky notes shop,broad,150,1851,107.81,14.0,2840.73
ad_reporting__keyword_report,2024-03-14,Apple Search Ads,50801,Dunder Mifflin Apple Search Ads Account 801,CAMP-7636,Brand Awareness - Envelopes,ADG-2556,Envelopes - Promo,KW-317082,envelopes,broad,330,6221,296.56,52.74,6738.15
ad_reporting__keyword_report,2024-03-15,Apple Search Ads,47159,Dunder Mifflin Apple Search Ads Account 159,CAMP-4617,Bulk Discounts - Sticky Notes,ADG-6568,Sticky Notes - Retargeting,KW-454810,sticky notes online,exact,832,12022,770.42,73.99,12537.74
ad_reporting__keyword_report,2024-03-16,Apple Search Ads,14600,Dunder Mifflin Apple Search Ads Account 600,CAMP-4306,Back to School - Printer Paper,ADG-2548,Printer Paper - Awareness,KW-299583,recycled printer paper,phrase,465,6730,329.7,71.68,7878.33
ad_reporting__keyword_report,2024-03-17,Apple Search Ads,92648,Dunder Mifflin Apple Search Ads Account 648,CAMP-3626,Bulk Discounts - Cardstock,ADG-2139,Cardstock - Retargeting,KW-468060,dm supplies cardstock,broad,769,9589,596.59,119.29,20615.99
ad_reporting__keyword_report,2024-03-17,Apple Search Ads,33398,Dunder Mifflin Apple Search Ads Account 398,CAMP-3993,Sustainability - Sticky Notes,ADG-9470,Sticky Notes - Awareness,KW-754628,dunder mifflin sticky notes,broad,621,10350,483.21,86.19,16496.57
ad_reporting__keyword_report,2024-03-17,Microsoft Ads,71648,Dunder Mifflin Microsoft Ads Account 648,CAMP-1122,Back to School - Scented Candles,ADG-3044,Scented Candles - Promo,KW-525911,scented candles sale,exact,1319,19898,1276.17,165.26,35226.04
ad_reporting__keyword_report,2024-03-17,Microsoft Ads,91953,Dunder Mifflin Microsoft Ads Account 953,CAMP-3157,Back to School - Notebooks,ADG-8455,Notebooks - Retargeting,KW-949650,recycled notebooks,broad,535,14882,546.76,82.57,11190.64
ad_reporting__keyword_report,2024-03-17,Microsoft Ads,89288,Dunder Mifflin Microsoft Ads Account 288,CAMP-4749,Sustainability - Notebooks,ADG-7091,Notebooks - Retargeting,KW-856253,dunder mifflin notebooks,phrase,1210,16828,1021.16,162.44,21177.08
ad_reporting__keyword_report,2024-03-17,Microsoft Ads,22430,Dunder Mifflin Microsoft Ads Account 430,CAMP-6964,Sustainability - Scented Candles,ADG-9496,Scented Candles - Awareness,KW-884526,scented candles,broad,659,15669,462.81,53.18,7739.77
ad_reporting__keyword_report,2024-03-17,Pinterest Ads,66180,Dunder Mifflin Pinterest Ads Account 180,CAMP-2870,Office Essentials - Envelopes,ADG-8355,Envelopes - Retargeting,KW-842647,envelopes deal,broad,535,17420,287.74,22.97,2239.31
ad_reporting__keyword_report,2024-03-18,Pinterest Ads,31506,Dunder Mifflin Pinterest Ads Account 506,CAMP-8288,Sustainability - Cardstock,ADG-7917,Cardstock - Retargeting,KW-849913,cardstock shop,exact,20,500,13.97,2.18,208.11
ad_reporting__keyword_report,2024-03-19,Amazon Ads,12045,Dunder Mifflin Amazon Ads Account 45,CAMP-9618,Brand Awareness - Cardstock,ADG-2105,Cardstock - Retargeting,KW-105697,cardstock,exact,352,11528,217.6,22.39,4473.31
ad_reporting__keyword_report,2024-03-20,Amazon Ads,40599,Dunder Mifflin Amazon Ads Account 599,CAMP-8776,Holiday Deals - Sticky Notes,ADG-6453,Sticky Notes - Awareness,KW-997314,eco sticky notes,phrase,936,18585,818.14,89.02,6293.96
ad_reporting__keyword_report,2024-03-20,Google Ads,90889,Dunder Mifflin Google Ads Account 889,CAMP-2499,Holiday Deals - Scented Candles,ADG-3459,Scented Candles - Awareness,KW-724213,dm paper scented candles,broad,387,9672,332.47,45.09,6141.66
ad_reporting__keyword_report,2024-03-21,Amazon Ads,14021,Dunder Mifflin Amazon Ads Account 21,CAMP-2774,Back to School - Envelopes,ADG-3081,Envelopes - Promo,KW-598956,envelopes,broad,947,17066,642.99,84.53,14385.05
ad_reporting__keyword_report,2024-03-22,Pinterest Ads,45560,Dunder Mifflin Pinterest Ads Account 560,CAMP-5709,Back to School - Notebooks,ADG-5029,Notebooks - Awareness,KW-592832,notebooks,broad,515,19799,414.52,43.6,4734.14
ad_reporting__keyword_report,2024-03-23,Twitter Ads,81239,Dunder Mifflin Twitter Ads Account 239,CAMP-3152,Bulk Discounts - Scented Candles,ADG-6218,Scented Candles - Awareness,KW-111425,scented candles,phrase,263,8877,163.71,18.9,2096.61
ad_reporting__keyword_report,2024-03-24,Amazon Ads,37706,Dunder Mifflin Amazon Ads Account 706,CAMP-3044,Bulk Discounts - Eco Mugs,ADG-2238,Eco Mugs - Promo,KW-527489,dm supplies eco mugs,phrase,762,13789,707.1,77.61,9163.83
ad_reporting__keyword_report,2024-03-24,Amazon Ads,28358,Dunder Mifflin Amazon Ads Account 358,CAMP-6887,Bulk Discounts - Cardstock,ADG-5917,Cardstock - Promo,KW-273321,cardstock deal,broad,892,17683,871.25,126.02,23443.19
ad_reporting__keyword_report,2024-03-24,Pinterest Ads,51332,Dunder Mifflin Pinterest Ads Account 332,CAMP-3772,Back to School - Printer Paper,ADG-7271,Printer Paper - Retargeting,KW-132395,printer paper,broad,372,11040,312.48,40.36,6074.7
ad_reporting__keyword_report,2024-03-25,Google Ads,84160,Dunder Mifflin Google Ads Account 160,CAMP-9091,Sustainability - Notebooks,ADG-3892,Notebooks - Awareness,KW-858487,eco notebooks,broad,654,13097,638.68,72.77,10008.41
ad_reporting__keyword_report,2024-03-25,Microsoft Ads,87292,Dunder Mifflin Microsoft Ads Account 292,CAMP-6860,Holiday Deals - Sticky Notes,ADG-3523,Sticky Notes - Promo,KW-214336,cheap sticky notes,broad,240,3381,236.56,28.98,2234.95
ad_reporting__keyword_report,2024-03-25,Twitter Ads,76661,Dunder Mifflin Twitter Ads Account 661,CAMP-4665,Holiday Deals - Eco Mugs,ADG-1438,Eco Mugs - Promo,KW-426068,eco mugs,phrase,413,12610,209.6,27.08,4204.15
ad_reporting__keyword_report,2024-03-27,Google Ads,16840,Dunder Mifflin Google Ads Account 840,CAMP-7817,Office Essentials - Cardstock,ADG-5293,Cardstock - Retargeting,KW-308288,cardstock deal,broad,456,9771,635.63,63.12,8823.14
ad_reporting__keyword_report,2024-03-27,Twitter Ads,84834,Dunder Mifflin Twitter Ads Account 834,CAMP-5701,Back to School - Cardstock,ADG-5754,Cardstock - Promo,KW-703118,wholesale cardstock,exact,556,13047,335.87,44.41,2488.17
ad_reporting__keyword_report,2024-03-28,Microsoft Ads,25536,Dunder Mifflin Microsoft Ads Account 536,CAMP-1272,Back to School - Notebooks,ADG-3204,Notebooks - Awareness,KW-334883,dm supplies notebooks,broad,1291,19729,802.16,114.93,9628.35
ad_reporting__keyword_report,2024-03-29,Google Ads,88509,Dunder Mifflin Google Ads Account 509,CAMP-2652,Back to School - Eco Mugs,ADG-7955,Eco Mugs - Awareness,KW-447208,eco mugs sale,phrase,550,13178,751.86,46.88,6266.33
ad_reporting__keyword_report,2024-03-29,Google Ads,25933,Dunder Mifflin Google Ads Account 933,CAMP-2856,Brand Awareness - Notebooks,ADG-7730,Notebooks - Promo,KW-646247,notebooks online,broad,1000,15456,895.89,161.14,23012.3
ad_reporting__keyword_report,2024-03-29,Google Ads,74824,Dunder Mifflin Google Ads Account 824,CAMP-8051,Holiday Deals - Eco Mugs,ADG-2709,Eco Mugs - Promo,KW-641124,wholesale eco mugs,broad,2124,25261,2109.38,340.82,33835.35
ad_reporting__keyword_report,2024-03-29,Microsoft Ads,45238,Dunder Mifflin Microsoft Ads Account 238,CAMP-3050,Back to School - Sticky Notes,ADG-2216,Sticky Notes - Retargeting,KW-258794,discount sticky notes,phrase,884,13100,565.05,87.1,17341.95
ad_reporting__keyword_report,2024-03-29,Microsoft Ads,18808,Dunder Mifflin Microsoft Ads Account 808,CAMP-5590,Brand Awareness - Notebooks,ADG-8045,Notebooks - Awareness,KW-692174,dunder mifflin notebooks,exact,503,12406,426.8,46.03,4489.06
ad_reporting__keyword_report,2024-03-29,Microsoft Ads,15686,Dunder Mifflin Microsoft Ads Account 686,CAMP-7514,Holiday Deals - Notebooks,ADG-7232,Notebooks - Retargeting,KW-371231,buy notebooks,broad,1053,14780,693.36,98.02,7833.8
ad_reporting__keyword_report,2024-03-30,Microsoft Ads,61102,Dunder Mifflin Microsoft Ads Account 102,CAMP-7258,Back to School - Sticky Notes,ADG-2821,Sticky Notes - Promo,KW-166354,sticky notes deal,broad,618,9738,417.99,40.95,4374.58
ad_reporting__keyword_report,2024-04-01,Google Ads,41329,Dunder Mifflin Google Ads Account 329,CAMP-3655,Sustainability - Sticky Notes,ADG-9892,Sticky Notes - Awareness,KW-236805,dm supplies sticky notes,broad,1374,24944,1160.47,194.6,43992.67
ad_reporting__keyword_report,2024-04-02,Amazon Ads,18715,Dunder Mifflin Amazon Ads Account 715,CAMP-2980,Brand Awareness - Eco Mugs,ADG-2730,Eco Mugs - Retargeting,KW-652778,cheap eco mugs,broad,363,9509,403.52,21.74,2425.58
ad_reporting__keyword_report,2024-04-03,Amazon Ads,64105,Dunder Mifflin Amazon Ads Account 105,CAMP-6925,Brand Awareness - Cardstock,ADG-6463,Cardstock - Awareness,KW-666089,cardstock shop,broad,479,13479,292.49,69.29,11271.26
ad_reporting__keyword_report,2024-04-04,Microsoft Ads,66585,Dunder Mifflin Microsoft Ads Account 585,CAMP-3668,Office Essentials - Scented Candles,ADG-4667,Scented Candles - Promo,KW-496771,eco scented candles,exact,588,16235,394.26,38.59,7578.29
ad_reporting__keyword_report,2024-04-05,Apple Search Ads,61240,Dunder Mifflin Apple Search Ads Account 240,CAMP-6331,Office Essentials - Notebooks,ADG-3596,Notebooks - Awareness,KW-730489,discount notebooks,exact,661,7507,378.89,91.08,10112.23
ad_reporting__keyword_report,2024-04-05,Google Ads,96363,Dunder Mifflin Google Ads Account 363,CAMP-7627,Holiday Deals - Eco Mugs,ADG-7577,Eco Mugs - Promo,KW-865229,recycled eco mugs,broad,1218,29761,1130.7,110.88,25211.51
ad_reporting__keyword_report,2024-04-06,Microsoft Ads,66088,Dunder Mifflin Microsoft Ads Account 88,CAMP-2596,Office Essentials - Scented Candles,ADG-3673,Scented Candles - Promo,KW-959674,dm supplies scented candles,broad,412,5950,427.66,30.11,5449.09
ad_reporting__keyword_report,2024-04-06,Pinterest Ads,76410,Dunder Mifflin Pinterest Ads Account 410,CAMP-4645,Sustainability - Envelopes,ADG-9852,Envelopes - Promo,KW-601540,envelopes deal,broad,675,15020,394.73,56.0,6368.67
ad_reporting__keyword_report,2024-04-06,Twitter Ads,96870,Dunder Mifflin Twitter Ads Account 870,CAMP-3691,Sustainability - Eco Mugs,ADG-5498,Eco Mugs - Awareness,KW-266165,eco mugs sale,broad,622,16737,231.01,58.66,3623.81
ad_reporting__keyword_report,2024-04-07,Amazon Ads,13462,Dunder Mifflin Amazon Ads Account 462,CAMP-8303,Brand Awareness - Cardstock,ADG-1024,Cardstock - Promo,KW-923318,dunder mifflin cardstock,broad,172,3244,139.36,11.4,2231.63
ad_reporting__keyword_report,2024-04-07,Apple Search Ads,12435,Dunder Mifflin Apple Search Ads Account 435,CAMP-5437,Holiday Deals - Cardstock,ADG-3879,Cardstock - Promo,KW-842539,cardstock,phrase,288,3704,221.55,33.08,6649.58
ad_reporting__keyword_report,2024-04-08,Amazon Ads,70281,Dunder Mifflin Amazon Ads Account 281,CAMP-7450,Office Essentials - Notebooks,ADG-9581,Notebooks - Awareness,KW-867390,cheap notebooks,broad,452,12077,332.15,27.28,5169.87
ad_reporting__keyword_report,2024-04-09,Pinterest Ads,11777,Dunder Mifflin Pinterest Ads Account 777,CAMP-2209,Bulk Discounts - Envelopes,ADG-6124,Envelopes - Awareness,KW-787260,envelopes,broad,493,12373,298.52,43.76,4032.05
ad_reporting__keyword_report,2024-04-09,Pinterest Ads,71722,Dunder Mifflin Pinterest Ads Account 722,CAMP-3938,Office Essentials - Eco Mugs,ADG-3236,Eco Mugs - Awareness,KW-388029,discount eco mugs,broad,412,8560,218.39,42.71,5050.62
ad_reporting__keyword_report,2024-04-10,Amazon Ads,47087,Dunder Mifflin Amazon Ads Account 87,CAMP-8254,Office Essentials - Printer Paper,ADG-1817,Printer Paper - Retargeting,KW-244385,printer paper,broad,730,12886,854.88,52.64,8988.1
ad_reporting__keyword_report,2024-04-10,Google Ads,18042,Dunder Mifflin Google Ads Account 42,CAMP-2626,Office Essentials - Envelopes,ADG-6188,Envelopes - Awareness,KW-215753,recycled envelopes,phrase,1134,23374,1220.41,107.45,13697.07
ad_reporting__keyword_report,2024-04-10,Twitter Ads,29136,Dunder Mifflin Twitter Ads Account 136,CAMP-5324,Holiday Deals - Cardstock,ADG-5245,Cardstock - Awareness,KW-238800,recycled cardstock,broad,406,14189,268.6,28.21,3248.88
ad_reporting__keyword_report,2024-04-12,Amazon Ads,24528,Dunder Mifflin Amazon Ads Account 528,CAMP-1490,Sustainability - Scented Candles,ADG-5174,Scented Candles - Promo,KW-227961,dm paper scented candles,exact,180,3473,147.44,22.86,3804.82
ad_reporting__keyword_report,2024-04-12,Pinterest Ads,30659,Dunder Mifflin Pinterest Ads Account 659,CAMP-4747,Back to School - Eco Mugs,ADG-2170,Eco Mugs - Retargeting,KW-562810,eco mugs offer,broad,375,9332,240.88,42.33,6880.75
ad_reporting__keyword_report,2024-04-13,Google Ads,85089,Dunder Mifflin Google Ads Account 89,CAMP-8654,Bulk Discounts - Notebooks,ADG-8376,Notebooks - Promo,KW-614216,dm paper notebooks,exact,255,5704,321.05,28.52,3323.11
ad_reporting__keyword_report,2024-04-13,Google Ads,72593,Dunder Mifflin Google Ads Account 593,CAMP-9277,Holiday Deals - Notebooks,ADG-6740,Notebooks - Awareness,KW-671278,dm supplies notebooks,phrase,1214,15253,1286.4,153.01,33075.86
ad_reporting__keyword_report,2024-04-13,Pinterest Ads,24823,Dunder Mifflin Pinterest Ads Account 823,CAMP-4853,Office Essentials - Envelopes,ADG-2348,Envelopes - Retargeting,KW-642445,wholesale envelopes,broad,110,3322,46.88,11.54,1829.1
ad_reporting__keyword_report,2024-04-13,Twitter Ads,36472,Dunder Mifflin Twitter Ads Account 472,CAMP-2659,Holiday Deals - Eco Mugs,ADG-4491,Eco Mugs - Awareness,KW-468918,eco mugs deal,broad,15,500,4.65,1.25,127.3
ad_reporting__keyword_report,2024-04-15,Amazon Ads,12670,Dunder Mifflin Amazon Ads Account 670,CAMP-7622,Brand Awareness - Sticky Notes,ADG-1351,Sticky Notes - Retargeting,KW-809650,buy sticky notes,phrase,178,5819,153.37,18.92,2567.31
ad_reporting__keyword_report,2024-04-16,Microsoft Ads,35982,Dunder Mifflin Microsoft Ads Account 982,CAMP-2982,Bulk Discounts - Sticky Notes,ADG-3166,Sticky Notes - Promo,KW-831497,sticky notes deal,exact,1207,32417,988.25,98.84,17828.19
ad_reporting__keyword_report,2024-04-16,Pinterest Ads,35290,Dunder Mifflin Pinterest Ads Account 290,CAMP-2812,Back to School - Envelopes,ADG-7945,Envelopes - Awareness,KW-936090,envelopes,exact,246,6786,189.06,13.27,1966.21
ad_reporting__keyword_report,2024-04-16,Pinterest Ads,31576,Dunder Mifflin Pinterest Ads Account 576,CAMP-8074,Brand Awareness - Scented Candles,ADG-5775,Scented Candles - Retargeting,KW-792605,scented candles offer,broad,223,6367,102.41,17.61,1119.57
ad_reporting__keyword_report,2024-04-16,Pinterest Ads,18345,Dunder Mifflin Pinterest Ads Account 345,CAMP-8957,Holiday Deals - Notebooks,ADG-1697,Notebooks - Awareness,KW-459086,dm supplies notebooks,broad,435,10798,321.08,46.8,6734.56
ad_reporting__keyword_report,2024-04-17,Apple Search Ads,99898,Dunder Mifflin Apple Search Ads Account 898,CAMP-1510,Back to School - Printer Paper,ADG-5156,Printer Paper - Promo,KW-106445,printer paper sale,broad,1939,22445,1712.21,308.32,59327.18
ad_reporting__keyword_report,2024-04-17,Apple Search Ads,82424,Dunder Mifflin Apple Search Ads Account 424,CAMP-5695,Brand Awareness - Envelopes,ADG-7718,Envelopes - Awareness,KW-626359,recycled envelopes,broad,434,8189,296.01,63.17,11591.55
