source_relation,date_day,platform,account_id,account_name,campaign_id,campaign_name,ad_group_id,ad_group_name,keyword_id,keyword_text,keyword_match_type,clicks,impressions,spend,conversions,conversions_value
ad_reporting__search_report,2024-03-09,Microsoft Ads,93518,Dunder Mifflin Microsoft Ads Account 518,CAMP-3596,Holiday Deals - Printer Paper,ADG-4853,Printer Paper - Competitor,KW-807747,printer paper,broad,1017,15684,904.42,157.42,23468.75
ad_reporting__search_report,2024-03-10,Amazon Ads,47839,Dunder Mifflin Amazon Ads Account 839,CAMP-1490,Sustainability - Scented Candles,ADG-3106,Scented Candles - Competitor,KW-574718,dunder mifflin scented candles,broad,375,11270,524.02,31.13,6388.16
ad_reporting__search_report,2024-03-10,Amazon Ads,42561,Dunder Mifflin Amazon Ads Account 561,CAMP-4632,Office Essentials - Envelopes,ADG-4843,Envelopes - Competitor,KW-411007,dunder mifflin paper envelopes premium,phrase,904,17056,841.59,60.15,8503.23
ad_reporting__search_report,2024-03-10,Amazon Ads,61524,Dunder Mifflin Amazon Ads Account 524,CAMP-4772,Office Essentials - Scented Candles,ADG-3743,Scented Candles - Awareness,KW-435935,scented candles,phrase,1245,22992,1046.09,166.83,36620.98
ad_reporting__search_report,2024-03-10,Amazon Ads,93525,Dunder Mifflin Amazon Ads Account 525,CAMP-9364,Bulk Discounts - Eco Mugs,ADG-7631,Eco Mugs - Promo,KW-615859,recycled eco mugs,phrase,717,12408,602.23,106.29,13201.95
ad_reporting__search_report,2024-03-10,Apple Search Ads,98094,Dunder Mifflin Apple Search Ads Account 94,CAMP-1147,Bulk Discounts - Cardstock,ADG-3607,Cardstock - Promo,KW-664471,cardstock,phrase,1740,17664,1694.21,159.35,19139.82
ad_reporting__search_report,2024-03-10,Apple Search Ads,90424,Dunder Mifflin Apple Search Ads Account 424,CAMP-5124,Office Essentials - Envelopes,ADG-7063,Envelopes - Awareness,KW-711518,envelopes,exact,767,11129,650.98,112.78,16647.54
ad_reporting__search_report,2024-03-10,Apple Search Ads,64303,Dunder Mifflin Apple Search Ads Account 303,CAMP-6109,Brand Awareness - Cardstock,ADG-2094,Cardstock - Competitor,KW-431618,cardstock premium,exact,2044,20507,1778.35,334.98,31653.06
ad_reporting__search_report,2024-03-10,Google Ads,57967,Dunder Mifflin Google Ads Account 967,CAMP-7504,Bulk Discounts - Notebooks,ADG-6317,Notebooks - Promo,KW-910249,dunder mifflin notebooks,broad,2127,28320,1811.04,365.19,81957.01
ad_reporting__search_report,2024-03-10,Microsoft Ads,80126,Dunder Mifflin Microsoft Ads Account 126,CAMP-1975,Bulk Discounts - Envelopes,ADG-9865,Envelopes - Competitor,KW-429099,cheap envelopes,broad,825,10527,860.61,137.84,14962.5
ad_reporting__search_report,2024-03-10,Microsoft Ads,45050,Dunder Mifflin Microsoft Ads Account 50,CAMP-2798,Sustainability - Printer Paper,ADG-4181,Printer Paper - Retargeting,KW-445288,dm office printer paper packs,broad,682,15370,487.86,117.39,19762.86
ad_reporting__search_report,2024-03-10,Microsoft Ads,32146,Dunder Mifflin Microsoft Ads Account 146,CAMP-3180,Back to School - Printer Paper,ADG-6323,Printer Paper - Retargeting,KW-251884,wholesale printer paper,phrase,1335,16970,854.31,144.64,25201.69
ad_reporting__search_report,2024-03-10,Microsoft Ads,30626,Dunder Mifflin Microsoft Ads Account 626,CAMP-4459,Back to School - Cardstock,ADG-4014,Cardstock - Promo,KW-114669,dm office cardstock,phrase,1143,21927,1186.75,170.48,35349.95
ad_reporting__search_report,2024-03-11,Microsoft Ads,77366,Dunder Mifflin Microsoft Ads Account 366,CAMP-9231,Office Essentials - Envelopes,ADG-2021,Envelopes - Awareness,KW-615914,dunder mifflin paper envelopes,broad,852,20034,887.8,127.45,24911.14
ad_reporting__search_report,2024-03-12,Apple Search Ads,12903,Dunder Mifflin Apple Search Ads Account 903,CAMP-7889,Office Essentials - Sticky Notes,ADG-6839,Sticky Notes - Retargeting,KW-118049,sticky notes eco,broad,964,14954,557.57,130.21,17821.91
ad_reporting__search_report,2024-03-13,Amazon Ads,49269,Dunder Mifflin Amazon Ads Account 269,CAMP-5868,Holiday Deals - Cardstock,ADG-3499,Cardstock - Awareness,KW-679144,cardstock,exact,948,16806,1116.49,103.33,17763.4
ad_reporting__search_report,2024-03-13,Amazon Ads,61899,Dunder Mifflin Amazon Ads Account 899,CAMP-8742,Brand Awareness - Printer Paper,ADG-2653,Printer Paper - Retargeting,KW-745826,printer paper,broad,718,20539,503.15,61.31,12080.82
ad_reporting__search_report,2024-03-13,Google Ads,84649,Dunder Mifflin Google Ads Account 649,CAMP-8197,Back to School - Sticky Notes,ADG-1262,Sticky Notes - Competitor,KW-311106,best price sticky notes,broad,2014,24122,2592.25,238.84,23926.58
ad_reporting__search_report,2024-03-13,Microsoft Ads,37417,Dunder Mifflin Microsoft Ads Account 417,CAMP-7308,Office Essentials - Cardstock,ADG-8025,Cardstock - Awareness,KW-571614,eco friendly cardstock,broad,1062,17323,872.77,169.17,21589.36
ad_reporting__search_report,2024-03-14,Amazon Ads,22898,Dunder Mifflin Amazon Ads Account 898,CAMP-6924,Bulk Discounts - Scented Candles,ADG-7832,Scented Candles - Awareness,KW-836711,bulk scented candles,exact,1349,28211,1032.99,197.11,25314.13
ad_reporting__search_report,2024-03-14,Microsoft Ads,87307,Dunder Mifflin Microsoft Ads Account 307,CAMP-1293,Sustainability - Envelopes,ADG-7172,Envelopes - Promo,KW-794286,dunder mifflin envelopes,broad,902,14634,741.4,121.62,27390.14
ad_reporting__search_report,2024-03-14,Microsoft Ads,18079,Dunder Mifflin Microsoft Ads Account 79,CAMP-6394,Bulk Discounts - Printer Paper,ADG-5811,Printer Paper - Competitor,KW-241284,fast shipping printer paper packs,exact,1416,23706,793.99,238.89,42555.09
ad_reporting__search_report,2024-03-15,Apple Search Ads,79251,Dunder Mifflin Apple Search Ads Account 251,CAMP-6807,Office Essentials - Scented Candles,ADG-3039,Scented Candles - Promo,KW-230576,scented candles,exact,1929,20237,1051.51,328.5,45312.13
ad_reporting__search_report,2024-03-15,Apple Search Ads,43881,Dunder Mifflin Apple Search Ads Account 881,CAMP-6893,Office Essentials - Eco Mugs,ADG-3130,Eco Mugs - Competitor,KW-448585,office supplies eco mugs,phrase,797,10130,542.66,83.31,9063.68
ad_reporting__search_report,2024-03-15,Apple Search Ads,39109,Dunder Mifflin Apple Search Ads Account 109,CAMP-7917,Holiday Deals - Cardstock,ADG-6139,Cardstock - Retargeting,KW-559185,cheap cardstock,broad,867,9583,941.34,108.57,18697.55
ad_reporting__search_report,2024-03-15,Apple Search Ads,90935,Dunder Mifflin Apple Search Ads Account 935,CAMP-7978,Brand Awareness - Envelopes,ADG-9408,Envelopes - Competitor,KW-570418,envelopes eco,phrase,2165,23449,1782.75,284.18,55102.82
ad_reporting__search_report,2024-03-15,Apple Search Ads,93614,Dunder Mifflin Apple Search Ads Account 614,CAMP-8292,Bulk Discounts - Printer Paper,ADG-6361,Printer Paper - Promo,KW-827970,dunder mifflin paper printer paper,broad,980,10203,1154.03,90.31,18377.64
ad_reporting__search_report,2024-03-16,Amazon Ads,48257,Dunder Mifflin Amazon Ads Account 257,CAMP-6300,Sustainability - Cardstock,ADG-5384,Cardstock - Competitor,KW-134961,cardstock price premium,broad,1174,26818,1163.57,148.37,19936.53
ad_reporting__search_report,2024-03-16,Apple Search Ads,21402,Dunder Mifflin Apple Search Ads Account 402,CAMP-6462,Back to School - Cardstock,ADG-9293,Cardstock - Retargeting,KW-224427,cardstock,broad,2018,22087,1196.55,377.52,56367.33
ad_reporting__search_report,2024-03-16,Google Ads,23806,Dunder Mifflin Google Ads Account 806,CAMP-7848,Holiday Deals - Envelopes,ADG-6400,Envelopes - Competitor,KW-868234,dunder mifflin envelopes,broad,1598,29870,2330.27,271.27,44753.47
ad_reporting__search_report,2024-03-16,Microsoft Ads,86760,Dunder Mifflin Microsoft Ads Account 760,CAMP-8039,Brand Awareness - Notebooks,ADG-1691,Notebooks - Promo,KW-269343,office supplies notebooks,broad,21,500,24.87,2.32,391.06
ad_reporting__search_report,2024-03-17,Amazon Ads,19248,Dunder Mifflin Amazon Ads Account 248,CAMP-2970,Bulk Discounts - Notebooks,ADG-6110,Notebooks - Awareness,KW-723976,dunder mifflin paper notebooks,broad,774,14535,924.09,58.65,4741.95
ad_reporting__search_report,2024-03-17,Amazon Ads,70356,Dunder Mifflin Amazon Ads Account 356,CAMP-5259,Brand Awareness - Notebooks,ADG-6895,Notebooks - Awareness,KW-111184,notebooks,phrase,946,16659,724.93,93.72,14099.71
ad_reporting__search_report,2024-03-17,Amazon Ads,93187,Dunder Mifflin Amazon Ads Account 187,CAMP-6750,Office Essentials - Envelopes,ADG-8945,Envelopes - Awareness,KW-909868,envelopes eco,broad,645,15897,476.13,74.24,11957.54
ad_reporting__search_report,2024-03-17,Amazon Ads,53600,Dunder Mifflin Amazon Ads Account 600,CAMP-6938,Bulk Discounts - Printer Paper,ADG-3330,Printer Paper - Promo,KW-271268,dunder mifflin printer paper,broad,1522,26890,1539.38,240.44,24457.5
ad_reporting__search_report,2024-03-17,Google Ads,61035,Dunder Mifflin Google Ads Account 35,CAMP-3727,Bulk Discounts - Sticky Notes,ADG-8694,Sticky Notes - Retargeting,KW-322004,sticky notes,phrase,654,11394,621.44,81.07,14469.86
ad_reporting__search_report,2024-03-17,Google Ads,61751,Dunder Mifflin Google Ads Account 751,CAMP-5508,Brand Awareness - Notebooks,ADG-2467,Notebooks - Retargeting,KW-251464,notebooks bulk,broad,1355,24952,1646.26,132.82,12007.53
ad_reporting__search_report,2024-03-17,Microsoft Ads,75671,Dunder Mifflin Microsoft Ads Account 671,CAMP-4620,Back to School - Notebooks,ADG-8203,Notebooks - Awareness,KW-922696,notebooks,exact,1305,17749,1124.68,123.01,18641.61
ad_reporting__search_report,2024-03-19,Amazon Ads,86775,Dunder Mifflin Amazon Ads Account 775,CAMP-7604,Holiday Deals - Scented Candles,ADG-6305,Scented Candles - Awareness,KW-516107,cheap scented candles eco,broad,1639,30756,1844.23,184.96,19608.36
ad_reporting__search_report,2024-03-19,Apple Search Ads,73097,Dunder Mifflin Apple Search Ads Account 97,CAMP-1270,Office Essentials - Sticky Notes,ADG-1150,Sticky Notes - Retargeting,KW-404908,sticky notes premium,phrase,855,9255,544.98,155.68,16643.85
ad_reporting__search_report,2024-03-20,Microsoft Ads,22613,Dunder Mifflin Microsoft Ads Account 613,CAMP-8086,Holiday Deals - Notebooks,ADG-2688,Notebooks - Retargeting,KW-685197,recycled notebooks,broad,1001,23351,621.91,132.04,22631.74
ad_reporting__search_report,2024-03-22,Microsoft Ads,12049,Dunder Mifflin Microsoft Ads Account 49,CAMP-7887,Brand Awareness - Scented Candles,ADG-3507,Scented Candles - Competitor,KW-922058,dm office scented candles,exact,1231,18116,1397.26,122.74,27955.37
ad_reporting__search_report,2024-03-23,Amazon Ads,54983,Dunder Mifflin Amazon Ads Account 983,CAMP-3002,Sustainability - Cardstock,ADG-6998,Cardstock - Promo,KW-852632,discount cardstock,phrase,712,13373,952.29,110.18,12360.51
ad_reporting__search_report,2024-03-23,Apple Search Ads,71219,Dunder Mifflin Apple Search Ads Account 219,CAMP-9651,Sustainability - Cardstock,ADG-9007,Cardstock - Competitor,KW-657656,cardstock near me,exact,587,6734,620.3,89.82,17945.9
ad_reporting__search_report,2024-03-23,Google Ads,11118,Dunder Mifflin Google Ads Account 118,CAMP-5849,Bulk Discounts - Envelopes,ADG-3946,Envelopes - Competitor,KW-593745,envelopes premium,exact,2560,29772,2788.32,245.13,55971.2
ad_reporting__search_report,2024-03-23,Google Ads,50081,Dunder Mifflin Google Ads Account 81,CAMP-7863,Back to School - Envelopes,ADG-3472,Envelopes - Awareness,KW-492295,dunder mifflin envelopes,phrase,1473,26534,1636.24,262.95,35934.06
ad_reporting__search_report,2024-03-23,Google Ads,98008,Dunder Mifflin Google Ads Account 8,CAMP-7867,Back to School - Scented Candles,ADG-1820,Scented Candles - Awareness,KW-413394,scented candles,broad,2698,35584,2443.48,446.59,56208.91
ad_reporting__search_report,2024-03-23,Google Ads,41428,Dunder Mifflin Google Ads Account 428,CAMP-8734,Sustainability - Eco Mugs,ADG-1946,Eco Mugs - Awareness,KW-861386,dunder mifflin eco mugs bulk,phrase,2159,28111,2863.63,337.27,42622.31
ad_reporting__search_report,2024-03-23,Google Ads,55940,Dunder Mifflin Google Ads Account 940,CAMP-9170,Holiday Deals - Notebooks,ADG-6969,Notebooks - Retargeting,KW-553112,notebooks,phrase,1744,24316,2534.07,243.38,54680.06
ad_reporting__search_report,2024-03-23,Microsoft Ads,14059,Dunder Mifflin Microsoft Ads Account 59,CAMP-6784,Back to School - Envelopes,ADG-4997,Envelopes - Awareness,KW-113836,best price envelopes,broad,1086,20467,938.82,109.8,9453.84
ad_reporting__search_report,2024-03-23,Microsoft Ads,26199,Dunder Mifflin Microsoft Ads Account 199,CAMP-6896,Holiday Deals - Sticky Notes,ADG-2366,Sticky Notes - Promo,KW-250374,sticky notes,broad,807,12002,637.35,140.43,30594.68
ad_reporting__search_report,2024-03-24,Apple Search Ads,89279,Dunder Mifflin Apple Search Ads Account 279,CAMP-9724,Holiday Deals - Sticky Notes,ADG-9786,Sticky Notes - Promo,KW-237958,dm office sticky notes,broad,2243,24513,1426.14,437.81,45471.54
ad_reporting__search_report,2024-03-24,Google Ads,97241,Dunder Mifflin Google Ads Account 241,CAMP-6893,Sustainability - Notebooks,ADG-8961,Notebooks - Competitor,KW-593846,notebooks,broad,988,18949,930.76,180.44,31608.93
ad_reporting__search_report,2024-03-24,Microsoft Ads,65133,Dunder Mifflin Microsoft Ads Account 133,CAMP-3508,Brand Awareness - Printer Paper,ADG-9410,Printer Paper - Competitor,KW-198873,wholesale printer paper packs,broad,1382,24473,794.48,109.03,10562.57
ad_reporting__search_report,2024-03-24,Microsoft Ads,87473,Dunder Mifflin Microsoft Ads Account 473,CAMP-7348,Back to School - Sticky Notes,ADG-7102,Sticky Notes - Awareness,KW-977180,sticky notes,broad,1541,23342,1412.69,135.55,12515.23
ad_reporting__search_report,2024-03-24,Microsoft Ads,47025,Dunder Mifflin Microsoft Ads Account 25,CAMP-8646,Brand Awareness - Eco Mugs,ADG-5816,Eco Mugs - Competitor,KW-632183,dm office eco mugs,broad,696,12941,392.04,110.03,12669.89
ad_reporting__search_report,2024-03-24,Microsoft Ads,23520,Dunder Mifflin Microsoft Ads Account 520,CAMP-9597,Brand Awareness - Notebooks,ADG-3295,Notebooks - Retargeting,KW-976312,notebooks,broad,1591,24576,1120.21,250.85,54361.46
ad_reporting__search_report,2024-03-25,Apple Search Ads,37868,Dunder Mifflin Apple Search Ads Account 868,CAMP-2721,Sustainability - Envelopes,ADG-8788,Envelopes - Retargeting,KW-734144,dm office envelopes,broad,1272,13945,920.85,230.29,32072.48
ad_reporting__search_report,2024-03-25,Apple Search Ads,99032,Dunder Mifflin Apple Search Ads Account 32,CAMP-7374,Sustainability - Eco Mugs,ADG-4907,Eco Mugs - Promo,KW-271764,dm office eco mugs,broad,1579,18079,1103.84,256.63,33151.35
ad_reporting__search_report,2024-03-26,Apple Search Ads,10712,Dunder Mifflin Apple Search Ads Account 712,CAMP-4277,Office Essentials - Cardstock,ADG-9898,Cardstock - Retargeting,KW-192202,discount cardstock,broad,464,6783,245.11,59.83,10559.76
ad_reporting__search_report,2024-03-26,Apple Search Ads,10531,Dunder Mifflin Apple Search Ads Account 531,CAMP-4860,Bulk Discounts - Notebooks,ADG-3195,Notebooks - Promo,KW-417572,dunder mifflin notebooks,exact,1207,15425,1301.49,132.97,21231.51
ad_reporting__search_report,2024-03-26,Apple Search Ads,87353,Dunder Mifflin Apple Search Ads Account 353,CAMP-9384,Back to School - Eco Mugs,ADG-2211,Eco Mugs - Awareness,KW-701316,bulk eco mugs,phrase,1689,18770,1707.03,219.26,39327.09
ad_reporting__search_report,2024-03-26,Google Ads,99968,Dunder Mifflin Google Ads Account 968,CAMP-2825,Brand Awareness - Scented Candles,ADG-8231,Scented Candles - Awareness,KW-379612,scented candles,broad,2445,35814,1793.15,238.23,56686.81
ad_reporting__search_report,2024-03-26,Google Ads,98113,Dunder Mifflin Google Ads Account 113,CAMP-6315,Back to School - Printer Paper,ADG-3638,Printer Paper - Retargeting,KW-777142,dunder mifflin paper printer paper,phrase,1149,13553,1077.03,146.79,19932.07
ad_reporting__search_report,2024-03-26,Microsoft Ads,72062,Dunder Mifflin Microsoft Ads Account 62,CAMP-7052,Back to School - Notebooks,ADG-9452,Notebooks - Competitor,KW-139349,notebooks,broad,1813,25875,1746.11,241.94,31019.61
ad_reporting__search_report,2024-03-27,Amazon Ads,28077,Dunder Mifflin Amazon Ads Account 77,CAMP-7554,Bulk Discounts - Envelopes,ADG-9977,Envelopes - Promo,KW-602875,envelopes,phrase,1105,19101,1115.95,122.15,19394.67
ad_reporting__search_report,2024-03-27,Apple Search Ads,68600,Dunder Mifflin Apple Search Ads Account 600,CAMP-6623,Bulk Discounts - Scented Candles,ADG-5245,Scented Candles - Competitor,KW-543873,fast shipping scented candles,broad,1216,12764,762.0,149.25,18376.25
ad_reporting__search_report,2024-03-27,Apple Search Ads,30761,Dunder Mifflin Apple Search Ads Account 761,CAMP-9931,Office Essentials - Scented Candles,ADG-8477,Scented Candles - Promo,KW-698598,dunder mifflin paper scented candles premium,broad,1477,15235,1273.69,236.42,29386.12
ad_reporting__search_report,2024-03-27,Google Ads,49576,Dunder Mifflin Google Ads Account 576,CAMP-9437,Holiday Deals - Cardstock,ADG-7067,Cardstock - Retargeting,KW-304689,cardstock,exact,252,3678,246.26,49.95,8954.71
ad_reporting__search_report,2024-03-27,Google Ads,97860,Dunder Mifflin Google Ads Account 860,CAMP-9677,Holiday Deals - Envelopes,ADG-8440,Envelopes - Awareness,KW-332325,envelopes premium,phrase,1067,19057,1062.82,151.83,28892.41
ad_reporting__search_report,2024-03-27,Microsoft Ads,17862,Dunder Mifflin Microsoft Ads Account 862,CAMP-5433,Sustainability - Notebooks,ADG-3425,Notebooks - Competitor,KW-388233,durable notebooks,exact,977,17729,586.18,169.35,19975.0
ad_reporting__search_report,2024-03-28,Apple Search Ads,31523,Dunder Mifflin Apple Search Ads Account 523,CAMP-6788,Holiday Deals - Printer Paper,ADG-3434,Printer Paper - Retargeting,KW-759342,fast shipping printer paper packs,broad,638,9900,578.81,100.27,10790.2
ad_reporting__search_report,2024-03-28,Google Ads,94737,Dunder Mifflin Google Ads Account 737,CAMP-3606,Brand Awareness - Printer Paper,ADG-9806,Printer Paper - Promo,KW-738420,eco friendly printer paper,phrase,686,10283,986.94,70.21,6460.27
ad_reporting__search_report,2024-03-29,Amazon Ads,93820,Dunder Mifflin Amazon Ads Account 820,CAMP-6595,Sustainability - Sticky Notes,ADG-6717,Sticky Notes - Retargeting,KW-606039,eco friendly sticky notes,phrase,987,16504,707.89,103.59,17009.65
ad_reporting__search_report,2024-03-29,Apple Search Ads,72473,Dunder Mifflin Apple Search Ads Account 473,CAMP-5819,Holiday Deals - Cardstock,ADG-1767,Cardstock - Retargeting,KW-170566,bulk cardstock,broad,1671,21738,1006.32,324.28,30485.06
ad_reporting__search_report,2024-03-29,Google Ads,98347,Dunder Mifflin Google Ads Account 347,CAMP-7371,Brand Awareness - Eco Mugs,ADG-1470,Eco Mugs - Awareness,KW-529933,eco mugs,broad,1018,19492,1212.33,167.71,28521.92
ad_reporting__search_report,2024-03-30,Google Ads,91517,Dunder Mifflin Google Ads Account 517,CAMP-9664,Brand Awareness - Printer Paper,ADG-2634,Printer Paper - Retargeting,KW-383769,dunder mifflin printer paper,broad,1729,20783,1389.19,279.55,56787.03
ad_reporting__search_report,2024-04-01,Apple Search Ads,96719,Dunder Mifflin Apple Search Ads Account 719,CAMP-2684,Brand Awareness - Eco Mugs,ADG-5547,Eco Mugs - Awareness,KW-184909,eco mugs near me,phrase,1551,16108,1426.91,287.92,35912.42
ad_reporting__search_report,2024-04-01,Google Ads,47692,Dunder Mifflin Google Ads Account 692,CAMP-4332,Back to School - Scented Candles,ADG-4928,Scented Candles - Retargeting,KW-324925,scented candles,phrase,2037,34857,1920.71,203.0,38408.49
ad_reporting__search_report,2024-04-01,Microsoft Ads,52995,Dunder Mifflin Microsoft Ads Account 995,CAMP-2980,Sustainability - Printer Paper,ADG-9286,Printer Paper - Promo,KW-719189,printer paper,phrase,1569,24452,1592.25,251.35,33019.2
ad_reporting__search_report,2024-04-01,Microsoft Ads,96952,Dunder Mifflin Microsoft Ads Account 952,CAMP-6695,Bulk Discounts - Sticky Notes,ADG-7880,Sticky Notes - Promo,KW-538770,sticky notes,broad,840,11524,626.11,96.16,19020.18
ad_reporting__search_report,2024-04-02,Apple Search Ads,94817,Dunder Mifflin Apple Search Ads Account 817,CAMP-6596,Back to School - Notebooks,ADG-6703,Notebooks - Awareness,KW-348858,cheap notebooks,broad,1323,19966,1352.41,178.59,33672.19
ad_reporting__search_report,2024-04-03,Apple Search Ads,71309,Dunder Mifflin Apple Search Ads Account 309,CAMP-7611,Bulk Discounts - Sticky Notes,ADG-5946,Sticky Notes - Competitor,KW-727102,dunder mifflin paper packs sticky notes,phrase,1722,21762,1219.65,237.63,31868.89
ad_reporting__search_report,2024-04-03,Microsoft Ads,21261,Dunder Mifflin Microsoft Ads Account 261,CAMP-2842,Back to School - Envelopes,ADG-3052,Envelopes - Retargeting,KW-607995,envelopes,exact,2552,32101,1543.92,180.89,15779.42
ad_reporting__search_report,2024-04-04,Amazon Ads,91296,Dunder Mifflin Amazon Ads Account 296,CAMP-9575,Brand Awareness - Cardstock,ADG-5932,Cardstock - Retargeting,KW-273835,cardstock sale,broad,1073,21303,1271.75,78.3,12677.31
ad_reporting__search_report,2024-04-04,Apple Search Ads,59888,Dunder Mifflin Apple Search Ads Account 888,CAMP-9988,Office Essentials - Envelopes,ADG-4560,Envelopes - Competitor,KW-897024,dm office envelopes,phrase,965,13797,1041.72,87.2,8518.43
ad_reporting__search_report,2024-04-04,Google Ads,90097,Dunder Mifflin Google Ads Account 97,CAMP-1350,Back to School - Envelopes,ADG-9918,Envelopes - Awareness,KW-184139,eco friendly envelopes,broad,1989,31626,2762.78,263.01,59707.9
ad_reporting__search_report,2024-04-05,Google Ads,97601,Dunder Mifflin Google Ads Account 601,CAMP-3918,Holiday Deals - Cardstock,ADG-4156,Cardstock - Awareness,KW-333113,bulk cardstock premium,phrase,1074,19001,900.06,170.08,28940.21
ad_reporting__search_report,2024-04-06,Amazon Ads,84796,Dunder Mifflin Amazon Ads Account 796,CAMP-9485,Sustainability - Notebooks,ADG-4347,Notebooks - Competitor,KW-858470,notebooks,exact,166,4805,187.44,12.54,1719.47
ad_reporting__search_report,2024-04-06,Apple Search Ads,51016,Dunder Mifflin Apple Search Ads Account 16,CAMP-4833,Holiday Deals - Notebooks,ADG-8183,Notebooks - Awareness,KW-317092,notebooks bulk,exact,1367,14318,715.94,235.16,33015.93
ad_reporting__search_report,2024-04-06,Google Ads,97509,Dunder Mifflin Google Ads Account 509,CAMP-9838,Sustainability - Notebooks,ADG-6142,Notebooks - Competitor,KW-306482,dunder mifflin paper notebooks premium,broad,870,15173,1043.8,79.37,16888.68
ad_reporting__search_report,2024-04-08,Amazon Ads,33811,Dunder Mifflin Amazon Ads Account 811,CAMP-1321,Bulk Discounts - Notebooks,ADG-5559,Notebooks - Retargeting,KW-699195,wholesale notebooks,broad,330,7885,436.57,36.91,3399.68
ad_reporting__search_report,2024-04-08,Google Ads,90323,Dunder Mifflin Google Ads Account 323,CAMP-7632,Brand Awareness - Printer Paper,ADG-9550,Printer Paper - Retargeting,KW-852099,printer paper,broad,1481,20130,2189.27,164.15,37345.15
ad_reporting__search_report,2024-04-08,Microsoft Ads,33603,Dunder Mifflin Microsoft Ads Account 603,CAMP-6474,Bulk Discounts - Sticky Notes,ADG-2370,Sticky Notes - Retargeting,KW-450335,discount sticky notes,broad,1918,27464,1512.32,311.51,58274.96
ad_reporting__search_report,2024-04-08,Microsoft Ads,76550,Dunder Mifflin Microsoft Ads Account 550,CAMP-8331,Bulk Discounts - Eco Mugs,ADG-7516,Eco Mugs - Promo,KW-600159,eco mugs,exact,2462,36965,1495.25,372.78,45349.3
ad_reporting__search_report,2024-04-09,Amazon Ads,78479,Dunder Mifflin Amazon Ads Account 479,CAMP-7938,Brand Awareness - Sticky Notes,ADG-8333,Sticky Notes - Promo,KW-378805,sticky notes,broad,600,20003,630.59,85.71,6885.25
ad_reporting__search_report,2024-04-09,Apple Search Ads,58740,Dunder Mifflin Apple Search Ads Account 740,CAMP-8933,Office Essentials - Envelopes,ADG-9374,Envelopes - Awareness,KW-909607,envelopes,phrase,929,12651,1070.11,123.06,18903.49
ad_reporting__search_report,2024-04-09,Google Ads,54378,Dunder Mifflin Google Ads Account 378,CAMP-9534,Sustainability - Scented Candles,ADG-7087,Scented Candles - Awareness,KW-100478,premium scented candles eco,broad,1556,20721,2111.93,133.99,30561.45
ad_reporting__search_report,2024-04-10,Apple Search Ads,17808,Dunder Mifflin Apple Search Ads Account 808,CAMP-9925,Office Essentials - Eco Mugs,ADG-4571,Eco Mugs - Awareness,KW-684923,office supplies eco mugs,phrase,2236,23422,1812.89,425.34,46580.55
ad_reporting__search_report,2024-04-10,Google Ads,66199,Dunder Mifflin Google Ads Account 199,CAMP-2273,Bulk Discounts - Sticky Notes,ADG-6658,Sticky Notes - Promo,KW-615548,sticky notes,phrase,1720,23733,1566.93,246.4,51905.99
ad_reporting__search_report,2024-04-11,Apple Search Ads,12841,Dunder Mifflin Apple Search Ads Account 841,CAMP-5982,Back to School - Envelopes,ADG-4833,Envelopes - Awareness,KW-474108,bulk envelopes,broad,1361,17298,680.66,147.32,14879.76
ad_reporting__search_report,2024-04-12,Amazon Ads,58695,Dunder Mifflin Amazon Ads Account 695,CAMP-2931,Back to School - Printer Paper,ADG-3994,Printer Paper - Promo,KW-817133,dm office printer paper packs,broad,586,11248,512.47,77.39,8636.37
ad_reporting__search_report,2024-04-12,Apple Search Ads,75197,Dunder Mifflin Apple Search Ads Account 197,CAMP-5904,Office Essentials - Printer Paper,ADG-6653,Printer Paper - Competitor,KW-541000,wholesale printer paper,broad,970,11987,546.61,186.47,18673.15
ad_reporting__search_report,2024-04-12,Microsoft Ads,57038,Dunder Mifflin Microsoft Ads Account 38,CAMP-9261,Brand Awareness - Cardstock,ADG-3723,Cardstock - Promo,KW-746955,cardstock,exact,1141,20154,1278.58,116.1,20693.7
ad_reporting__search_report,2024-04-13,Amazon Ads,78400,Dunder Mifflin Amazon Ads Account 400,CAMP-3923,Bulk Discounts - Envelopes,ADG-2957,Envelopes - Retargeting,KW-577872,envelopes,broad,838,15941,574.45,112.68,16425.36
ad_reporting__search_report,2024-04-13,Amazon Ads,44310,Dunder Mifflin Amazon Ads Account 310,CAMP-8340,Holiday Deals - Envelopes,ADG-7632,Envelopes - Promo,KW-509560,office supplies envelopes,broad,1281,23276,986.08,200.09,23322.42
ad_reporting__search_report,2024-04-14,Microsoft Ads,85020,Dunder Mifflin Microsoft Ads Account 20,CAMP-8503,Back to School - Printer Paper,ADG-1975,Printer Paper - Retargeting,KW-972297,eco friendly printer paper premium,broad,675,14129,532.35,81.93,16759.94
ad_reporting__search_report,2024-04-15,Amazon Ads,70875,Dunder Mifflin Amazon Ads Account 875,CAMP-2496,Sustainability - Printer Paper,ADG-8204,Printer Paper - Promo,KW-854794,printer paper,broad,864,27569,987.9,117.53,16864.87
ad_reporting__search_report,2024-04-15,Amazon Ads,58098,Dunder Mifflin Amazon Ads Account 98,CAMP-7174,Bulk Discounts - Eco Mugs,ADG-7543,Eco Mugs - Awareness,KW-427028,eco mugs,exact,743,17710,827.16,106.47,9423.82
